0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.755987819915703341e+01,1.660369894924507861e+01,1.564751969933312026e+01,1.454372277330024232e+01,1.367889524813664970e+01,1.281406772297305707e+01,1.180013143405095910e+01,1.102757837833015842e+01,1.025502532260935773e+01,9.331857354001177995e+00,8.652510833071076490e+00,7.973164312140974985e+00,7.141681515567055882e+00,6.556483009577054766e+00,5.971284503587053649e+00,5.232412991896225662e+00,4.742313490896225225e+00,4.252213989896224788e+00,3.606889230612559061e+00,3.212849330612558951e+00,2.818809430612558842e+00,2.267976340427038107e+00,1.970966340427037888e+00,1.673956340427037670e+00,1.218569380643683697e+00,1.019569380643683632e+00,8.205693806436834548e-01,4.615926535897907357e-01,3.615926535897906469e-01,2.615926535897905580e-01,1.615926535897904415e-01,6.159265358979036653e-02,7.840734641020973006e-02,1.784073464102098050e-01,2.784073464102099216e-01,3.784073464102100104e-01,4.784073464102100992e-01,8.540306193563180770e-01,1.053030619356318143e+00,1.252030619356318430e+00,1.723897659572965368e+00,2.020907659572965365e+00,2.317917659572965583e+00,2.885066029387446829e+00,3.279105929387446494e+00,3.673145829387446160e+00,4.334622715503783752e+00,4.824722216503783301e+00,5.314821717503782850e+00,6.069683834758956564e+00,6.654882340748956793e+00,7.240080846738957021e+00,8.087394342821578874e+00,8.766740863751678603e+00,9.446087384681778332e+00,1.038492774580357469e+01,1.115748080152437360e+01,1.193003385724517074e+01,1.295948581475575168e+01,1.382431333991934252e+01,1.468914086508293160e+01,1.580829830301840566e+01,1.676447755293036224e+01
1.773284370418974731e+01,1.677666445427779607e+01,1.582048520436583949e+01,1.469823338444439997e+01,1.383340585928080912e+01,1.296857833411721828e+01,1.193600073823697727e+01,1.116344768251617836e+01,1.039089462679537945e+01,9.448897055199177331e+00,8.769550534269075825e+00,8.090204013338976097e+00,7.239701415767055614e+00,6.654502909777054498e+00,6.069304403787055158e+00,5.311220971896226217e+00,4.821121470896224892e+00,4.331021969896225343e+00,3.666291230612559460e+00,3.272251330612558906e+00,2.878211430612558797e+00,2.307776340427038164e+00,2.010766340427037946e+00,1.713756340427037728e+00,1.238569380643683715e+00,1.039569380643683649e+00,8.405693806436834725e-01,6.415693806436832958e-01,4.425693806436830635e-01,3.425693806436829747e-01,2.592159265358980891e-01,1.425693806436828248e-01,1.760306193563173638e-01,2.593840734641023049e-01,3.593840734641023382e-01,4.760306193563176302e-01,6.750306193563178070e-01,8.740306193563180948e-01,1.073030619356318160e+00,1.272030619356318448e+00,1.763697659572965426e+00,2.060707659572964978e+00,2.357717659572966085e+00,2.944468029387446784e+00,3.338507929387446005e+00,3.732547829387447003e+00,4.413430695503783419e+00,4.903530196503782967e+00,5.393629697503783404e+00,6.167703734958956296e+00,6.752902240948956525e+00,7.338100746938957641e+00,8.204434044019578209e+00,8.883780564949677938e+00,9.563127085879779443e+00,1.052079704998959286e+01,1.129335010571039177e+01,1.206590316143119423e+01,1.311399642589990933e+01,1.397882395106350017e+01,1.484365147622709458e+01,1.598126380805112134e+01,1.693744305796307970e+01
1.807022105353185282e+01,1.702360359611902041e+01,1.597499581550999892e+01,1.501881656559804235e+01,1.406263731568608755e+01,1.310444763830323822e+01,1.223962011313964560e+01,1.137479258797605475e+01,1.050793432799338056e+01,9.735381272272579878e+00,8.962828216551779192e+00,8.188223913538976717e+00,7.508877392608876988e+00,6.829530871678774595e+00,6.148112383787054824e+00,5.562913877797054596e+00,4.977715371807053479e+00,4.390423969896224854e+00,3.900324468896224861e+00,3.410224967896223980e+00,2.918011430612558854e+00,2.523971530612558745e+00,2.129931630612558191e+00,1.733756340427037745e+00,1.436746340427037527e+00,1.139736340427037309e+00,9.407363404270370211e-01,7.582164208603299205e-01,5.427363404270366676e-01,4.427363404270365232e-01,3.758629667525446028e-01,2.427363404270363456e-01,2.926776595729639330e-01,3.595510332474557980e-01,4.595510332474558868e-01,5.926776595729641439e-01,7.751975791396714666e-01,9.741975791396715323e-01,1.189677659572964785e+00,1.486687659572965003e+00,1.783697659572965444e+00,2.196188229387445290e+00,2.590228129387446288e+00,2.984268029387447285e+00,3.492633693503781611e+00,3.982733194503782492e+00,4.472832695503783818e+00,5.076114702978955506e+00,5.661313208968955735e+00,6.246511714958955963e+00,6.943760902359377596e+00,7.623107423289477325e+00,8.302453944219577053e+00,9.092730639745994381e+00,9.865283695466795066e+00,1.063783675118759398e+01,1.152021067975874757e+01,1.238503820492233842e+01,1.324986573008592927e+01,1.422341591937137295e+01,1.517959516928332775e+01,1.613577441919528255e+01,1.719958910658787232e+01
1.834974564167039546e+01,1.728807334654182881e+01,1.622193495735122326e+01,1.528096261422283320e+01,1.430957645752731011e+01,1.333367909470851487e+01,1.248421208144751660e+01,1.160402404438133139e+01,1.071927923345325517e+01,9.962241846320932126e+00,9.174173122011655579e+00,8.381501595821680084e+00,7.717827467405192543e+00,7.022808553961477074e+00,6.323140345688774921e+00,5.753772539207474779e+00,5.152743333708773577e+00,4.547017870807053441e+00,4.072908975371396068e+00,3.566818868807052123e+00,3.055985067896223484e+00,2.678097294728893463e+00,2.267905267896222821e+00,1.852921630612557546e+00,1.572226910241517395e+00,1.258901630612557110e+00,1.059901630612556822e+00,8.936969906748097880e-01,6.619016306125566906e-01,5.619016306125566018e-01,5.113435365670246924e-01,3.619016306125563687e-01,4.281582293874440226e-01,4.787163234329758210e-01,5.787163234329759653e-01,7.281582293874442335e-01,8.943628693251912676e-01,1.093362869325191333e+00,1.325158229387444653e+00,1.605852949758485027e+00,1.902862949758485245e+00,2.350313993503780452e+00,2.728201766671110917e+00,3.122241666671111915e+00,3.665218199978953706e+00,4.139327095414610191e+00,4.629426596414612405e+00,5.266973364389375689e+00,5.836341170870674944e+00,6.421539676860676948e+00,7.152710977155693151e+00,7.816385105572179803e+00,8.495731626502280420e+00,9.319591213794346629e+00,1.007662860092666968e+01,1.084918165664747036e+01,1.176480264806661502e+01,1.261426966132761507e+01,1.347909718649120592e+01,1.448556196799616202e+01,1.542653431112455031e+01,1.638271356103650334e+01,1.747911369472641141e+01
1.864647498392755409e+01,1.744258395768599001e+01,1.648640470777403522e+01,1.556048720236137584e+01,1.444544576171333183e+01,1.358061823654973921e+01,1.274635813007230567e+01,1.172106374557933250e+01,1.094851068985853182e+01,1.020683381462880135e+01,9.272193022211656199e+00,8.592846501281554694e+00,7.944688041453543903e+00,7.101616533961478517e+00,6.516418027971477400e+00,5.962722614003790333e+00,5.212145333708773975e+00,4.722045832708772650e+00,4.263767636781816250e+00,3.606618868807052181e+00,3.212578968807051183e+00,2.850681801204065557e+00,2.287905267896222838e+00,1.990895267896222176e+00,1.726352674357852557e+00,1.396875267896221962e+00,1.197875267896221896e+00,1.047822754791145172e+00,7.998752678962214313e-01,6.998752678962213425e-01,6.654693006833600766e-01,4.998752678962211649e-01,5.822839935037793513e-01,6.166899607166406172e-01,7.166899607166407060e-01,8.822839935037796177e-01,1.032336506608856119e+00,1.231336506608856407e+00,1.479283993503780037e+00,1.743826587042149656e+00,2.040836587042149652e+00,2.522898499978952103e+00,2.884795667581938616e+00,3.278835567581939170e+00,3.856076861389373445e+00,4.314355057316330289e+00,4.804454558316330726e+00,5.475923439185691244e+00,6.029618853153378311e+00,6.614817359143378539e+00,7.379571551204046287e+00,8.027730011032057078e+00,8.707076531962156807e+00,9.564183182102217629e+00,1.030586005733194810e+01,1.107841311305274701e+01,1.202694869669140765e+01,1.286120880316883941e+01,1.372603632833243203e+01,1.476508655613470644e+01,1.569100406154736227e+01,1.664718331145931884e+01,1.777584303698357004e+01
1.896023703276214079e+01,1.772440901060457463e+01,1.676822976069261628e+01,1.585721654461853269e+01,1.470991551213614201e+01,1.384508798697254939e+01,1.302588271821084831e+01,1.196800288742055507e+01,1.119544983169975438e+01,1.046897986325359220e+01,9.501424478616931069e+00,8.822077957686831340e+00,8.189280009761414902e+00,7.312961439421352239e+00,6.727762933431352899e+00,6.189583188052143470e+00,5.405423015991475566e+00,4.915323514991476017e+00,4.472717711578132693e+00,3.781646830708771834e+00,3.387606930708771724e+00,3.041540462614485740e+00,2.444499168807050982e+00,2.147489168807050763e+00,1.898937180833024652e+00,1.553469168807050105e+00,1.354469168807050039e+00,1.220407261266317267e+00,9.564691688070495745e-01,8.564691688070494857e-01,8.380538071585319493e-01,6.564691688070493081e-01,7.548684999789512240e-01,7.732838616274687604e-01,8.732838616274688492e-01,1.054868499978951490e+00,1.188930407519684262e+00,1.387930407519684550e+00,1.651868499978951910e+00,1.900420487952978021e+00,2.197430487952978240e+00,2.542898499978952565e+00,3.059823629483658713e+00,3.453863529483659711e+00,3.895876861389373946e+00,4.507632739599032767e+00,4.997732240599034093e+00,5.535325439185691643e+00,6.240963758613253809e+00,6.826162264603254926e+00,7.458379531204045954e+00,8.256961467437331947e+00,8.936307988367435229e+00,9.662203082302216472e+00,1.055279919917317066e+01,1.132535225489397135e+01,1.214398839788940521e+01,1.312567855359165137e+01,1.399050607875524399e+01,1.490095586032072461e+01,1.597282911446594866e+01,1.692900836437790346e+01,1.793035364812772769e+01
1.929086146110837774e+01,1.802341581299397433e+01,1.706723656308201598e+01,1.617097859345311406e+01,1.499174056505472841e+01,1.412691303989113223e+01,1.332261206046800339e+01,1.223247263784336880e+01,1.145991958212256634e+01,1.074850445139213306e+01,9.748363620458157186e+00,9.069017099528053905e+00,8.451426058386203977e+00,7.542192895826630661e+00,6.956994389836628656e+00,6.434175156360012693e+00,5.616767921451351953e+00,5.126668420451350627e+00,4.699578285626485830e+00,3.974924512991474312e+00,3.580884612991474203e+00,3.250490537410802183e+00,2.619527130708770635e+00,2.322517130708770416e+00,2.089795842243445279e+00,1.728497130708769980e+00,1.529497130708769692e+00,1.411265922676737450e+00,1.131497130708769561e+00,1.031497130708769472e+00,1.028912468568952132e+00,8.314971307087691832e-01,9.457271613893714068e-01,9.483118235291886355e-01,1.048311823529188835e+00,1.245727161389371673e+00,1.363958369421404138e+00,1.562958369421404203e+00,1.842727161389372093e+00,2.075448449854697675e+00,2.372458449854698337e+00,2.733757161389372747e+00,3.253101311766361636e+00,3.647141211766362634e+00,4.104826936185689945e+00,4.718977645058908266e+00,5.209077146058909591e+00,5.762186013234044779e+00,6.470195215018529566e+00,7.055393721008531571e+00,7.702971499511916065e+00,8.503900609278556288e+00,9.183247130208657794e+00,9.924349130927007323e+00,1.081726894959598262e+01,1.158982200531678330e+01,1.242351298602794962e+01,1.340750360651023421e+01,1.427233113167382683e+01,1.519768520257788325e+01,1.627183591685534481e+01,1.722801516676729960e+01,1.824411569696231794e+01
1.963817964517115655e+01,1.833943254735947548e+01,1.738325329744751713e+01,1.650160302179935812e+01,1.529074736744412277e+01,1.442591984228053015e+01,1.363637410930259009e+01,1.251429769076194987e+01,1.174174463504114918e+01,1.104523379364929170e+01,1.001283337088096737e+01,9.333486849950865860e+00,8.730950646524746617e+00,7.789132037667853226e+00,7.203933531677852997e+00,6.696321204984801767e+00,5.845999377856627710e+00,5.355899876856627273e+00,4.944170253934354164e+00,4.186269418451349367e+00,3.792229518451349257e+00,3.477351111459154431e+00,2.812804812991473113e+00,2.515794812991472895e+00,2.298745917039761277e+00,1.921774812991472903e+00,1.722774812991472615e+00,1.620215997473053449e+00,1.324774812991472039e+00,1.224774812991471951e+00,1.237862543365268131e+00,1.024774812991471773e+00,1.154677236185687406e+00,1.141589505811891225e+00,1.241589505811891314e+00,1.454677236185687672e+00,1.557236051704106838e+00,1.756236051704107126e+00,2.051677236185688091e+00,2.268726132137400597e+00,2.565736132137400816e+00,2.942707236185688302e+00,3.464446217226236691e+00,3.858486117226237688e+00,4.331687510234042193e+00,4.948209101464184911e+00,5.438308602464186237e+00,6.006777981541913114e+00,6.717134356859753908e+00,7.302332862849755024e+00,7.965117548136705139e+00,8.768370359701368244e+00,9.447716880631467973e+00,1.020387371906554819e+01,1.109909400251456546e+01,1.187164705823536615e+01,1.272024232828510470e+01,1.370651040889963213e+01,1.457133793406322297e+01,1.551144725141246639e+01,1.658785265122084951e+01,1.754403190113280431e+01,1.857474012530855489e+01
2.000202464739330921e+01,1.867228911438132144e+01,1.771610986446937019e+01,1.684892120586213693e+01,1.560676410180962570e+01,1.474193657664603663e+01,1.396699853764883059e+01,1.281330449315134601e+01,1.204075143743054888e+01,1.135899584248387661e+01,1.029465842379955021e+01,9.615311902869450478e+00,9.027679988781903475e+00,8.053601788090665181e+00,7.468403282100664953e+00,6.975845793123345295e+00,6.092938519697852051e+00,5.602839018697851614e+00,5.206316302559145015e+00,4.415500874856626901e+00,4.021460974856626791e+00,3.721943079767023654e+00,3.024149718451349500e+00,2.727139718451348838e+00,2.525606491088113970e+00,2.133119718451347957e+00,1.934119718451347891e+00,1.834119718451347802e+00,1.536119718451347538e+00,1.436119718451347449e+00,1.451766264343562707e+00,1.236119718451347271e+00,1.381537810234040098e+00,1.352934411271766724e+00,1.452934411271766812e+00,1.668580957163982248e+00,1.768580957163982337e+00,1.967580957163982402e+00,2.278537810234040784e+00,2.480071037597276096e+00,2.777081037597276314e+00,3.169567810234041438e+00,3.693677673631514224e+00,4.087717573631514334e+00,4.576279478541911416e+00,5.195148243305409252e+00,5.685247744305409690e+00,6.268924030166703076e+00,6.981604107282565863e+00,7.566802613272566091e+00,8.244642136275247779e+00,9.050195412619952862e+00,9.729541933550052590e+00,1.050060306132270682e+01,1.139810080490396516e+01,1.217065386062476406e+01,1.303400437711969140e+01,1.402252714326513683e+01,1.488735466842872945e+01,1.584207167975870689e+01,1.692070921824269902e+01,1.787688846815465382e+01,1.892205830937133015e+01
